V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,id,intro,text1,Q1,Q3,text2,Q4,Q5,text3,Q9,Q10,Q11,Q12,Q13,Q14,text4,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,text5,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,LO1,LO2,LO3,LO4,LO5,L06,LO7,LO8,LO9,LO10,LO11,LR1,LR2,LR3,LR4,LR5,LR6,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10,SB11,SB12,SB13,SB14,SB15,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SOI1,SOI2,SOI3,SOI4,SOI5,SOI6,SOI7,SOI8,SOI9,ATOT1,ATOT2,ATOT3,ATOT4,ATOT5,ATOT6,ATOT7,ATOT8,ATOT9,ATOT10,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Map,US#1_1,US#1_2,US#1_3,US#1_4,US#1_5,US#1_6,US#1_7,US#1_8,US#1_9,US#1_10,US#1_11,US#1_12,US#1_13,US#1_14,US#1_15,US#1_16,US#1_17,US#1_18,US#1_19,US#1_20,US#1_21,US#1_22,US#1_23,US#1_24,US#1_25,US#1_26,US#1_27,US#1_28,US#1_29,US#1_30,US#1_31,US#1_32,US#1_33,US#1_34,US#1_35,US#1_36,US#1_37,US#1_38,US#1_39,US#1_40,US#1_41,US#1_42,US#1_43,US#1_44,US#1_45,US#1_46,US#1_47,US#1_48,US#1_49,US#1_50,Fav,FavPpl,FavActivity,Utah#1_1,Utah#1_2,Utah#1_3,Utah#1_4,Utah#1_5,Utah#1_6,Utah#1_7,Utah#1_8,Utah#1_9,Utah#1_10,Utah#1_11,Utah#1_12,Utah#1_13,Utah#1_14,Utah#1_15,Utah#1_16,Utah#1_17,Utah#1_18,Utah#1_19,Utah#1_20,Utah#1_21,Utah#1_22,Utah#1_23,Utah#1_24,Utah#1_25,Utah#1_26,Utah#1_27,Utah#1_28,Utah#1_29,Utah#1_30,Utah#1_31,Utah#1_32,Utah#1_33,Utah#1_34,Utah#1_35,Utah#1_36,Utah#1_37,Utah#1_38,Utah#1_39,Utah#1_40,Utah#1_41,LocationLatitude,LocationLongitude,LocationAccuracy,
R_552GFwGNyZJSLtf,Default Response Set,Anonymous,,,155.97.94.79,0,2017-10-06 11:53:50,2017-10-06 12:10:02,1,Utah_164,1,1,5,3,1,2,2,1,2,2,3,2,1,3,1,4,3,5,2,3,3,3,3,3,1,4,4,3,4,5,4,4,4,5,2,1,1,1,1,3,4,3,3,2,2,4,4,3,3,4,4,4,3,4,4,4,2,4,4,3,4,4,4,4,4,4,5,4,4,6,6,4,6,2,6,2,2,6,3,5,2,2,4,6,3,4,6,5,3,6,5,2,2,2,2,3,2,2,3,2,1,1,2,7,8,2,4,2,2,4,3,4,5,4,3,3,2,4,5,5,2,22,1,2,0,0,1,,,,,1,1,,,1,,1,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,1,Beach ,"Family, Friends ","Relax, Explore ",,,,,1,1,,,1,,1,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,40.785507202148,-111.73670196533,-1,
R_vuJgTVXFjTE3HbP,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-06 14:28:41,2017-10-06 14:49:10,1,Utah_165,1,1,3,5,1,3,2,1,1,2,3,4,1,4,1,5,4,5,2,5,2,3,2,2,2,4,4,4,4,3,2,3,3,3,3,4,1,1,2,4,5,3,2,2,3,2,3,1,1,3,5,4,3,3,4,5,2,4,4,4,5,5,5,3,3,5,4,6,4,3,5,5,4,4,4,3,4,2,4,4,2,6,2,5,2,7,1,7,3,5,2,3,4,2,2,2,4,3,3,1,1,1,1,1,9,2,2,1,4,4,2,4,5,6,4,5,5,5,3,3,3,18,2,3,0,5,1,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,Anywhere outside with nature,My family and friends,Relax and play around.,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,40.785507202148,-111.73670196533,-1,
R_UrnsRl8RZVnphw5,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-06 14:56:15,2017-10-06 15:34:43,1,Utah_167,1,1,1,3,1,2,2,1,2,2,4,5,1,1,1,5,3,5,2,5,2,5,1,3,3,4,3,4,4,4,2,4,5,3,5,1,1,1,2,4,5,4,5,5,2,2,1,1,5,1,1,1,1,4,1,4,1,5,5,5,5,3,5,4,4,5,3,5,3,7,2,3,4,1,5,7,4,3,7,3,1,6,1,7,5,7,5,7,5,6,1,2,2,2,4,2,2,1,5,1,1,1,1,1,9,2,2,2,1,3,1,1,5,5,1,1,2,5,3,3,2,19,1,3,0,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,"Any forest, mountains, woods, or wilderness.",Family,"Wander, or follow a trail to find an interesting landmark.",1,,,,,,,1,,,1,,1,,1,1,1,1,1,1,1,,,,,,1,,,1,,,1,,,,1,,1,1,1,40.785507202148,-111.73670196533,-1,
R_3ESHYkGbjpwK35v,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-06 15:41:55,2017-10-06 15:56:45,1,Utah_166,1,1,3,2,1,3,1,1,2,4,3,3,1,3,1,4,4,4,3,2,4,4,2,1,4,3,2,2,3,2,3,2,3,3,4,3,1,1,2,2,5,4,1,4,2,1,3,2,1,2,1,1,1,3,2,4,2,2,2,3,3,4,4,2,4,4,4,6,3,3,2,3,5,3,5,4,4,4,5,3,4,4,3,5,3,6,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,2,7,4,2,2,4,4,2,2,3,3,4,3,5,8,25,1,3,0,2,1,,,,,1,1,,1,,1,,1,,,,,,,,1,1,,,,,,,1,,1,,1,,,,,,1,,,,,,1,,1,,,,1,At a lake,Family or friends,Boating activities,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,40.785507202148,-111.73670196533,-1,
R_2zprLU09Ix6N4k2,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-03 14:40:08,2017-10-10 10:21:02,1,Utah_159,1,1,1,3,1,2,2,1,2,2,3,1,1,3,1,4,5,5,3,5,4,2,2,5,2,4,5,5,5,4,5,5,4,5,1,2,1,2,1,4,5,5,2,4,4,2,1,1,1,5,5,4,4,3,5,5,5,4,5,4,5,5,5,4,5,5,5,6,4,6,6,6,7,3,7,4,6,1,3,5,3,3,2,5,5,5,5,7,5,7,4,4,5,4,5,4,4,4,4,2,2,2,5,6,7,6,2,6,6,5,6,4,6,6,6,6,5,5,4,2,1,27,1,3,0,0,1,,,,,1,1,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,"Outdoors, a forest","friends, family","take pictures, explore",,,,,1,1,,,,,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,40.785507202148,-111.73670196533,-1,
R_z8c7Xjzlz56N1MR,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-10 10:02:09,2017-10-10 10:32:02,1,Utah_168,1,1,3,3,1,2,1,1,1,1,5,5,1,2,1,3,4,4,4,1,5,3,4,3,2,4,1,2,4,4,1,3,2,3,2,2,1,1,4,1,1,1,4,4,2,4,2,1,1,1,2,1,1,4,1,4,2,2,4,5,5,3,5,5,4,5,4,3,6,3,1,5,3,2,6,5,5,7,5,2,3,1,6,5,2,6,6,2,6,7,5,2,3,1,1,2,2,2,3,1,1,1,4,1,7,1,1,1,1,5,5,4,6,5,3,2,2,4,2,5,1,18,1,2,0,0,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,Home,No one,"Write code, compile and update every once in a while to the newest version of the Linux kernel, do homework, nothing particularly outstanding.",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,40.785507202148,-111.73670196533,-1,
R_2aDNuY8ZnMmYGqn,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-10 17:05:20,2017-10-10 17:27:40,1,Utah_170,1,1,7,8,1,3,2,1,1,2,3,1,1,3,1,4,4,4,5,5,5,2,2,2,5,4,5,5,5,4,4,4,5,5,4,2,1,1,1,4,5,1,1,1,1,2,5,5,5,4,2,2,1,5,3,5,1,4,4,3,4,5,5,2,3,5,3,5,6,5,6,2,5,2,7,5,4,1,1,6,1,6,1,6,2,7,3,5,5,6,2,2,3,1,2,1,2,2,2,3,5,2,5,6,1,8,7,7,3,4,1,2,6,5,2,2,3,4,3,4,2,20,1,3,0,0,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,Home,My fiance,"Watch shows, play games, do homework, read",1,1,1,,,1,1,1,,,,,1,,,1,,,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_9M3GKuatlyi7uqB,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-16 08:57:37,2017-10-16 11:37:26,1,Utah_171,1,1,4,4,1,4,2,1,1,1,5,5,1,4,1,5,5,5,5,5,2,5,1,4,3,5,3,3,4,3,2,4,2,4,1,4,1,1,1,5,5,5,2,1,1,3,5,3,2,1,1,1,4,1,2,2,4,4,3,1,3,5,3,5,5,5,4,1,5,3,1,3,1,3,2,7,4,4,7,7,6,6,2,6,5,7,2,7,1,3,2,3,5,3,3,3,4,4,2,2,1,1,1,6,7,2,2,2,3,5,2,4,5,4,6,4,2,6,4,5,1,20,2,2,0,0,1,1,,1,,1,1,1,,1,1,,1,,1,,,,,,,1,1,1,1,1,1,1,1,,1,,1,,1,,,1,1,,,1,,1,1,,,1,,,1,Coffee Shops ,Friends ,Homework ,1,1,,,1,,,,1,1,,1,1,1,1,1,,,1,1,1,,,,1,1,,,,1,1,,1,,1,1,1,1,,,1,40.785507202148,-111.73670196533,-1,
R_YRFVCy5APb9qEHD,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-16 08:56:58,2017-10-16 11:57:20,1,Utah_172,1,1,3,4,1,2,1,1,2,2,3,3,1,3,1,5,4,5,4,4,4,2,3,3,4,4,3,4,5,5,4,5,3,4,4,1,1,1,2,3,5,1,1,1,1,1,1,1,1,4,3,3,2,4,3,4,3,4,3,4,4,4,4,3,3,4,6,4,6,7,3,3,6,2,6,2,4,2,7,5,4,7,5,6,4,5,1,7,3,5,5,3,4,3,4,3,3,4,3,3,1,3,9,9,1,6,3,4,4,4,2,4,5,3,4,2,4,2,3,5,2,20,1,3,0,0,1,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,1,California ,"Friends, family","relax, shop, swim",1,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_TdfS8SXldGeOP73,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-16 12:58:11,2017-10-16 13:17:10,1,Utah_173,1,1,5,4,1,4,1,1,1,2,1,2,1,4,1,4,5,5,3,4,4,4,2,1,3,4,1,1,5,4,5,4,4,4,5,1,1,1,1,1,4,1,1,4,3,3,4,1,1,5,1,2,2,5,4,5,1,3,5,5,4,2,5,2,3,5,5,1,3,5,6,1,2,3,5,2,6,3,7,7,3,1,6,7,7,2,6,6,5,2,7,1,1,1,1,1,1,1,1,1,1,1,4,5,5,7,6,7,4,5,6,3,6,5,1,2,6,2,3,5,1,18,1,3,0,0,1,,,1,,1,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,Japan,My grandparents,Go to many different places and explore,1,,,,1,1,,1,,1,,,1,1,1,1,,,1,1,1,,,,1,1,,,,1,1,,1,,,,,,1,,1,40.785507202148,-111.73670196533,-1,
R_3e2hAhRzglW4IM2,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-16 15:00:30,2017-10-16 16:09:39,1,Utah_174,1,1,3,3,1,6,2,1,1,2,1,4,1,3,1,5,4,4,4,4,4,4,3,4,1,4,4,4,3,3,5,4,4,3,4,2,1,1,1,4,4,4,3,4,2,2,2,3,3,4,3,4,3,4,3,4,3,4,2,4,3,4,3,2,2,3,5,1,6,6,1,2,4,3,5,1,3,1,2,5,4,6,1,6,2,6,3,7,1,7,1,3,3,2,4,3,3,3,3,1,1,1,1,4,8,3,3,3,4,4,2,2,4,3,3,2,3,4,2,4,1,18,1,2,0,0,1,,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,1,,,1,,,,,1,1,A restaurant called Tastea,Friends and Family,Eat food and drink boba,,,,,,,,1,1,,,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,40.785507202148,-111.73670196533,-1,
R_W28bLH4RcmRVfEt,Default Response Set,Anonymous,,,155.97.94.79,0,2017-10-17 09:05:53,2017-10-17 09:23:56,1,Utah_175,1,1,3,2,1,2,1,1,1,1,4,5,1,3,1,5,5,5,2,4,4,5,2,4,1,3,4,4,5,1,2,3,2,4,1,3,1,1,2,4,5,4,1,2,3,2,3,4,4,1,4,1,1,3,5,5,1,3,3,5,4,4,5,4,5,5,3,3,3,3,2,5,2,2,2,1,5,3,6,5,3,7,1,6,5,6,6,7,2,6,1,3,5,1,4,1,3,3,4,1,1,1,1,1,9,3,2,4,6,4,4,5,4,6,5,6,4,5,3,3,2,19,2,3,0,0,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,At my friend's house,a group of friends,"Talk, eat, watch movies",1,,,,,1,1,1,1,,,,1,1,1,1,,1,1,1,,,,,1,,,,,1,,1,1,1,1,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_3k4YXBuPZUtayY8,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-17 10:11:40,2017-10-17 10:28:46,1,Utah_176,1,1,5,5,1,2,1,1,2,3,3,3,1,3,1,5,2,5,3,4,3,1,2,1,2,4,2,4,4,5,4,5,5,4,5,1,1,1,1,4,4,3,1,2,3,2,5,1,2,2,4,4,2,4,1,5,3,4,5,4,4,2,5,4,2,4,7,2,6,7,5,2,5,2,6,3,3,3,3,6,2,2,5,6,2,7,6,5,3,7,4,1,2,1,2,1,2,1,2,1,1,1,5,5,4,10,10,10,5,6,2,3,6,5,2,1,5,2,3,3,2,18,1,3,0,0,1,,,1,,1,1,,,,,,1,,,,1,,,,,,,,,,1,,1,,,1,,,,,1,,,,,,,1,1,,,,,,1,outside,Family and friends,"play sports, eat, explore",1,,,,1,1,,1,,1,1,,1,,1,1,1,1,1,1,,,,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,,,40.785507202148,-111.73670196533,-1,
R_CdC5RO3ZVEgoDvP,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-17 10:25:23,2017-10-17 10:44:41,1,Utah_177,1,1,4,3,1,4,2,1,1,2,3,3,1,3,1,5,3,5,2,5,2,2,2,1,2,4,4,5,4,3,2,4,4,3,4,3,1,1,1,5,5,5,4,1,2,4,1,1,1,2,3,2,2,3,2,5,4,4,4,5,4,4,4,4,5,2,4,5,5,4,3,3,6,3,5,3,4,5,4,5,3,6,2,5,2,7,3,5,5,7,2,2,3,1,1,2,2,1,3,2,1,2,9,6,2,2,4,1,4,5,1,3,4,4,3,2,3,3,3,5,1,19,2,3,0,0,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,1,,,,,,,1,,,,,,1,In the hills near the beach back home. ,Myself or a couple friends ,Run and relax,1,1,,,1,,,,,,,1,1,,1,1,1,1,1,,,,,,1,1,1,,1,1,,1,1,,,1,1,1,,1,,40.785507202148,-111.73670196533,-1,
R_3G2i4sLydGsGgIg,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-17 17:10:48,2017-10-17 17:24:05,1,Utah_178,1,1,6,3,1,2,2,1,1,1,3,3,1,3,1,4,4,4,4,4,5,4,3,4,2,5,4,5,2,5,2,3,3,4,4,3,1,1,1,4,5,3,4,4,2,3,3,3,3,2,4,2,2,2,2,3,1,2,3,2,4,3,4,2,3,3,7,2,6,5,2,3,3,2,6,4,5,1,2,5,2,5,4,6,4,6,5,6,2,6,5,3,2,3,3,3,3,4,4,10,10,10,10,10,10,10,10,10,5,5,4,4,6,5,4,5,5,6,3,4,1,20,1,2,0,0,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,Home,Friends,Relax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.785507202148,-111.73670196533,-1,
R_AFL0857vu7KwZCF,Default Response Set,Anonymous,,,128.110.238.51,0,2017-10-17 17:21:16,2017-10-17 17:40:40,1,Utah_180,1,1,3,5,1,5,3,1,2,2,3,3,1,3,1,5,4,5,2,5,3,4,4,3,2,5,4,5,3,3,4,3,2,3,3,1,1,1,1,4,5,4,4,4,1,2,3,1,1,5,4,3,1,3,3,3,4,5,4,4,4,5,2,5,5,5,4,1,5,6,3,2,4,2,5,4,4,1,5,5,3,6,1,7,2,7,2,7,1,5,1,2,2,2,2,2,2,2,2,2,2,1,2,1,9,2,3,3,5,5,1,2,6,3,2,2,4,5,3,6,1,19,2,3,0,0,1,,,1,,1,1,,,1,,1,,,,,,,,1,,1,1,,,,,1,1,,,1,1,,,,,1,,,1,1,,,1,,,,,,,"the beach, outdoors,  amusement parks, home ",family or friends ,relax or have fun,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,40.785507202148,-111.73670196533,-1,
R_1MYwTTVlgYQRa23,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-17 17:29:08,2017-10-17 17:48:46,1,Utah_179,1,1,2,2,1,3,1,1,1,1,3,2,1,3,1,4,4,4,3,5,3,4,1,2,1,2,2,4,5,4,4,5,5,5,2,1,1,1,1,5,5,5,3,2,1,2,4,2,3,1,5,1,4,5,2,5,2,5,5,5,5,5,5,2,5,5,6,1,5,6,2,4,6,2,7,1,4,1,1,6,1,7,3,7,2,7,2,6,1,6,2,1,2,1,2,1,1,2,1,2,1,1,9,3,1,7,2,2,1,6,1,4,6,3,1,1,6,5,5,4,5,28,1,3,0,0,1,,,1,,1,1,,,1,,,1,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,Germany,Significant partner,"Sight see, eat at local restraunts, shop",1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_9RYRLB5fVBJPG5r,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-18 16:38:14,2017-10-18 17:08:19,1,Utah_182,1,1,3,5,1,5,2,1,2,3,3,2,1,4,1,5,2,5,1,5,2,3,1,1,3,5,5,5,4,5,4,4,5,5,5,2,1,1,1,2,5,2,1,1,2,4,4,1,1,5,3,4,2,2,4,5,2,3,5,4,5,5,4,5,5,5,5,7,5,6,7,2,7,2,6,6,2,1,1,5,2,6,4,4,5,7,2,7,5,5,2,1,3,1,3,2,4,3,1,1,1,1,1,1,9,1,1,1,6,6,2,1,6,6,1,1,4,4,3,6,2,22,1,3,0,0,1,,1,1,,1,1,,,,1,1,1,1,1,,,,,,1,,,,,,1,,1,,,1,,,,,,1,,,,,,,1,,,1,,,1,My cabin near Heber City,"Family, Friends, Girlfriend","Go hiking, fishing, kayaking, read, grill",1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,40.785507202148,-111.73670196533,-1,
R_3qKhLVvBkVjQylJ,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-18 16:32:13,2017-10-18 17:52:40,1,Utah_181,1,1,2,7,1,2,1,1,1,2,1,2,1,3,1,5,2,5,3,5,3,2,1,1,2,4,4,5,4,4,4,4,5,5,5,2,1,1,1,4,5,5,2,3,1,2,2,1,1,5,4,3,2,3,4,4,2,4,4,4,4,4,5,3,3,3,5,3,2,5,5,3,5,2,6,6,2,2,1,5,3,5,3,6,1,5,4,4,3,6,4,1,3,1,1,1,1,1,1,1,1,1,1,1,9,2,2,2,6,5,1,2,6,6,1,1,4,2,2,6,1,18,2,3,0,0,1,,,1,,1,1,1,1,1,,,1,,,,,,,1,1,1,,,,,,,1,1,1,,1,1,,,,1,1,1,,1,,,1,,,,1,,1,L.A.,Family or friends,"baseball games, hockey games, beach, or just anything in the city",1,,1,,1,,1,1,,,1,,1,,1,1,1,1,1,1,1,,,,,1,,,1,1,1,1,1,,1,1,1,1,1,,1,40.785507202148,-111.73670196533,-1,
R_1QbB7RPvKVDuLmh,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-19 16:42:41,2017-10-19 18:32:39,1,Utah_183,1,1,4,3,1,3,1,1,2,2,3,1,1,4,1,4,4,4,3,2,4,3,3,2,1,4,4,4,1,1,1,1,1,1,2,5,1,1,2,3,5,2,5,2,2,2,2,1,1,1,4,1,1,2,2,3,1,3,4,1,5,5,4,2,4,3,1,7,4,1,2,6,3,6,2,6,6,4,7,5,5,6,2,6,4,6,3,6,3,5,5,4,4,2,1,2,3,3,5,1,1,1,5,2,9,1,1,1,1,3,2,1,2,4,1,3,2,6,3,2,1,18,2,4,0,0,1,,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,Lagoon.,Friends or family.,Eat and go on rides.,1,1,1,1,,1,1,1,1,,,1,1,1,,1,,1,1,1,,,,,,,1,,,1,,1,1,1,,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_qz08HRW5BdUwKkx,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-20 09:35:06,2017-10-20 10:50:07,1,Utah_185,1,1,4,5,1,3,2,1,1,1,1,2,1,3,1,5,5,5,3,4,2,2,2,2,1,5,5,5,1,1,1,1,1,3,4,5,1,1,1,5,5,5,3,2,5,4,1,1,1,1,1,1,1,1,3,3,3,1,5,5,5,3,5,1,5,4,1,4,4,1,1,7,1,7,1,7,7,4,7,4,7,2,6,3,6,5,5,5,5,5,4,3,2,2,2,2,2,5,3,2,1,1,5,2,5,1,1,1,2,3,3,2,1,5,2,4,2,5,3,5,1,21,2,3,0,0,1,,,,,,1,,,1,,1,1,1,1,,,,,1,,1,,,1,,,,,,1,1,1,,,,1,,1,,,,,1,1,,,,,,1,Mountains,Friends/partner,"Hike, swim if lake, chill",1,,,,,,,1,,,,,1,,,1,,1,1,1,,,,,,,,,,1,,,1,,,1,,,,1,1,40.785507202148,-111.73670196533,-1,
R_1pm1XuPNZBQhD8J,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-20 09:29:28,2017-10-20 10:50:09,1,Utah_184,1,1,5,7,1,8,2,1,2,3,1,5,1,3,1,5,2,5,2,5,3,4,2,2,2,2,4,3,4,3,2,4,3,3,3,2,1,1,1,5,5,4,2,4,3,2,2,1,1,1,1,1,3,1,4,4,1,3,3,4,4,4,4,2,4,4,6,2,4,5,1,4,5,2,5,4,2,5,4,5,2,3,5,7,2,6,7,6,2,7,3,2,3,2,1,1,1,3,3,1,1,1,2,4,7,2,2,1,5,6,1,2,6,5,2,2,3,3,2,6,1,19,1,3,0,0,1,,,1,,1,1,,,,,,1,1,,,,,,,,,,1,,,1,,1,,,,1,1,,,,1,,,,,,,1,,,1,,,,Boise,My family,Outdoorsy stuff,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,1,,,1,1,1,,,,40.785507202148,-111.73670196533,-1,
R_bBlPz0WKN0Cmwwx,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-20 11:28:27,2017-10-20 11:40:38,1,Utah_186,1,1,3,3,1,3,2,1,1,2,3,1,1,3,1,5,4,5,3,4,2,2,2,3,1,5,2,4,5,5,5,4,5,5,5,2,1,1,1,4,5,5,2,2,2,4,5,1,2,4,4,3,3,4,2,5,3,5,4,3,3,2,5,5,5,5,6,2,6,7,4,3,6,3,6,5,3,7,2,7,1,4,5,7,1,6,6,6,2,6,2,3,3,2,2,2,1,2,1,2,1,1,3,1,4,2,3,2,6,4,1,2,6,6,3,3,4,4,3,4,2,20,2,3,0,0,1,,,1,,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,,,,1,,,1,1,1,,1,1,,,,,,1,,,1,1,1,,1,,1,,1,In the mountains - any state,"Boyfriend, father, and/or dog",Hike and camp,,1,1,,,,1,1,1,1,1,1,1,,,1,1,1,1,,,,,,1,1,1,,,1,,1,1,,,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_324RKvuNT59b8Oq,Default Response Set,Anonymous,,,155.97.94.70,0,2017-10-20 10:55:04,2017-10-20 11:53:25,1,Utah_187,1,1,2,3,1,3,2,1,2,2,4,4,1,4,1,5,4,4,2,4,4,4,4,4,1,2,2,4,2,2,4,4,2,2,2,4,1,2,2,4,4,3,4,4,2,4,3,1,2,4,2,3,3,2,3,3,4,3,3,2,4,4,4,4,3,4,5,5,2,3,4,5,3,5,3,3,5,3,6,5,5,2,3,5,3,6,5,5,5,5,5,2,4,3,3,2,2,3,4,2,2,1,3,4,6,1,2,1,5,4,1,3,4,4,3,3,4,5,4,1,5,25,3,3,0,0,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,1,,1,,,,1,"Near water, (e.g. Lava Hot Springs, ID)",My partner,Relax and reflect,,,1,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,1,,,1,1,,1,1,,1,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
R_2R2j33y79ceZ6b3,Default Response Set,Anonymous,,,155.97.95.187,0,2017-10-20 12:37:19,2017-10-20 12:49:10,1,Utah_188,1,1,2,2,1,2,1,1,1,1,4,5,1,3,1,4,3,3,3,3,3,3,3,4,1,1,2,1,1,2,1,1,1,1,1,4,1,5,3,1,3,1,5,5,4,5,1,1,1,1,1,1,1,1,1,3,1,2,1,2,5,5,5,1,1,5,1,7,1,1,1,4,1,6,1,6,7,4,7,2,2,1,2,5,6,4,7,7,5,5,3,2,5,2,3,1,1,4,5,3,1,2,6,1,9,1,1,1,1,3,1,3,1,3,2,2,1,4,4,3,3,20,2,4,0,1,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,Home,My family,Homework,1,,,,,1,1,1,,,,,1,1,1,1,,1,,1,,,,,1,,,,,1,1,,1,,,,1,1,1,1,1,40.785507202148,-111.73670196533,-1,
